IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen,Malicious
6,10.215.173.1,49222,34.107.172.168,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,cdp.cloud.unity3d.com,6999,5420,9,9,2026-09-02T14:12:10.780+05:30,2026-09-02T14:13:13.582+05:30,
17,10.215.173.1,2739,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,web.facebook.com,62,102,1,1,2026-09-02T14:12:16.509+05:30,2026-09-02T14:12:16.546+05:30,
6,10.215.173.1,42666,57.144.48.141,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,web.facebook.com,6555,10587,9,9,2026-09-02T14:12:16.558+05:30,2026-09-02T14:13:18.627+05:30,
17,10.215.173.1,59721,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,cdp.cloud.unity3d.com,67,228,1,1,2026-09-02T14:17:10.745+05:30,2026-09-02T14:17:10.798+05:30,
17,10.215.173.1,58304,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,cdp.cloud.unity3d.com,67,299,1,1,2026-09-02T14:17:10.754+05:30,2026-09-02T14:17:10.806+05:30,
6,10.215.173.1,39208,34.107.172.168,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,cdp.cloud.unity3d.com,2002,5500,10,11,2026-09-02T14:17:10.816+05:30,2026-09-02T14:18:16.110+05:30,
17,10.215.173.1,22248,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,web.facebook.com,62,102,1,1,2026-09-02T14:17:17.763+05:30,2026-09-02T14:17:17.811+05:30,
6,10.215.173.1,55096,57.144.40.141,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,web.facebook.com,6685,7756,8,8,2026-09-02T14:17:17.820+05:30,2026-09-02T14:18:21.129+05:30,
17,10.215.173.1,53513,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,swpymo.inapps.appsflyersdk.com,76,277,1,1,2026-09-02T14:18:09.859+05:30,2026-09-02T14:18:10.123+05:30,
6,10.215.173.1,48850,13.225.103.58,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,swpymo.inapps.appsflyersdk.com,3256,5865,10,9,2026-09-02T14:18:10.128+05:30,2026-09-02T14:18:26.050+05:30,
6,10.215.173.1,48866,13.225.103.58,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,swpymo.inapps.appsflyersdk.com,3232,5825,9,8,2026-09-02T14:18:10.132+05:30,2026-09-02T14:18:26.049+05:30,
17,10.215.173.1,9485,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,cdp.cloud.unity3d.com,67,228,1,1,2026-09-02T14:18:20.348+05:30,2026-09-02T14:18:20.399+05:30,
17,10.215.173.1,3240,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,cdp.cloud.unity3d.com,67,299,1,1,2026-09-02T14:18:20.350+05:30,2026-09-02T14:18:20.407+05:30,
6,10.215.173.1,40336,34.107.172.168,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,cdp.cloud.unity3d.com,3101,5619,11,10,2026-09-02T14:18:20.434+05:30,2026-09-02T14:18:26.049+05:30,
17,10.215.173.1,12732,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,gateway.unityads.unity3d.com,74,136,1,1,2026-09-02T14:18:21.127+05:30,2026-09-02T14:18:21.151+05:30,
17,10.215.173.1,45355,34.149.76.49,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,QUIC,Active,gateway.unityads.unity3d.com,7538,3999,11,10,2026-09-02T14:18:21.157+05:30,2026-09-02T14:18:21.638+05:30,
17,10.215.173.1,1319,10.215.173.2,53,10458,Shadow Fight 4,com.nekki.shadowfightarena,DNS,Closed,rt.applovin.com,61,77,1,1,2026-09-02T14:18:21.161+05:30,2026-09-02T14:18:21.195+05:30,
6,10.215.173.1,46706,34.117.147.68,443,10458,Shadow Fight 4,com.nekki.shadowfightarena,HTTPS,Closed,rt.applovin.com,27838,5893,10,8,2026-09-02T14:18:21.199+05:30,2026-09-02T14:18:26.049+05:30,
